#,Blog Title,Primary Keyword,Search Intent,Content Cluster,Target Audience,Career Stage,Tier,Difficulty,Traffic Potential,Conversion Potential,TailorCV Relevance,TailorCV Feature,URL Slug,Image Filename,Internal Links
620,Which Programming Languages to List and in What Order,programming languages resume order,Informational,Industry & Role Guides,Tech professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,languages-to-list-and-order,languages-to-list-and-order.png,metrics-that-actually-land; duty-into-achievement
621,GitHub on a Resume When the Repos Are Quiet,github on resume empty,Informational,Industry & Role Guides,Tech professionals,Early-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,github-when-repos-are-quiet,github-when-repos-are-quiet.png,metrics-that-actually-land; duty-into-achievement
622,Describing System Design Work in Two Lines,system design on resume,Informational,Industry & Role Guides,Tech professionals,Senior,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,system-design-in-two-lines,system-design-in-two-lines.png,metrics-that-actually-land; duty-into-achievement
623,"On-Call, Incidents and Reliability as Achievements",on call experience resume,Informational,Industry & Role Guides,Tech professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,oncall-and-incidents-as-wins,oncall-and-incidents-as-wins.png,metrics-that-actually-land; duty-into-achievement
624,Migrations and Refactors: Making Invisible Work Visible,migration project resume,Informational,Industry & Role Guides,Tech professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,migrations-as-achievements,migrations-as-achievements.png,metrics-that-actually-land; duty-into-achievement
625,Open Source Contributions That Carry Weight,open source on resume,Informational,Industry & Role Guides,Tech professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,open-source-that-counts,open-source-that-counts.png,metrics-that-actually-land; duty-into-achievement
626,Certifications in Cloud: Which Ones Recruiters Filter On,cloud certification resume,Informational,Industry & Role Guides,Tech professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,cloud-certs-recruiters-filter,cloud-certs-recruiters-filter.png,metrics-that-actually-land; duty-into-achievement
627,"Agile, Scrum and Ceremonies: What Not to Pad With",agile on resume,Informational,Industry & Role Guides,Tech professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,agile-without-padding,agile-without-padding.png,metrics-that-actually-land; duty-into-achievement
628,A Resume for a Startup Engineering Team of Five,startup engineer resume,Informational,Industry & Role Guides,Tech professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,startup-engineering-resume,startup-engineering-resume.png,metrics-that-actually-land; duty-into-achievement
629,A Resume for Big Tech Hiring Committees,big tech resume committee,Informational,Industry & Role Guides,Tech professionals,Mid-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,big-tech-committee-resume,big-tech-committee-resume.png,metrics-that-actually-land; duty-into-achievement
630,Showing SQL Depth Beyond 'SQL' in the Skills List,sql on resume depth,Informational,Industry & Role Guides,Data professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,sql-depth-beyond-the-word,sql-depth-beyond-the-word.png,metrics-that-actually-land; duty-into-achievement
631,Dashboards vs Analysis: Framing Data Work by Outcome,data analyst resume outcomes,Informational,Industry & Role Guides,Data professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,dashboards-versus-analysis,dashboards-versus-analysis.png,metrics-that-actually-land; duty-into-achievement
632,A/B Tests and Experiments on a Resume,ab testing resume,Informational,Industry & Role Guides,Data professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,experiments-on-a-resume,experiments-on-a-resume.png,metrics-that-actually-land; duty-into-achievement
633,Machine Learning Projects Without Production Experience,ml projects no production,Informational,Industry & Role Guides,Data professionals,Early-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,ml-without-production,ml-without-production.png,metrics-that-actually-land; duty-into-achievement
634,Model Metrics That Mean Something to a Hiring Manager,ml metrics resume,Informational,Industry & Role Guides,Data professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,model-metrics-that-land,model-metrics-that-land.png,metrics-that-actually-land; duty-into-achievement
635,Data Engineering Pipelines Described in Business Terms,data pipeline resume,Informational,Industry & Role Guides,Data professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,pipelines-in-business-terms,pipelines-in-business-terms.png,metrics-that-actually-land; duty-into-achievement
636,Kaggle and Competition Results: Worth Listing?,kaggle on resume,Informational,Industry & Role Guides,Data professionals,Early-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,kaggle-worth-listing,kaggle-worth-listing.png,metrics-that-actually-land; duty-into-achievement
637,Deal Experience on a Finance Resume,deal experience resume,Informational,Industry & Role Guides,Finance professionals,Mid-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,deal-experience-on-resume,deal-experience-on-resume.png,metrics-that-actually-land; duty-into-achievement
638,Naming Clients and Transactions Under Confidentiality,confidential deals resume,Informational,Industry & Role Guides,Finance professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,naming-deals-under-nda,naming-deals-under-nda.png,metrics-that-actually-land; duty-into-achievement
639,"CFA, ACCA and Part-Qualified Status",cfa on resume,Informational,Industry & Role Guides,Finance professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,part-qualified-status-on-resume,part-qualified-status-on-resume.png,metrics-that-actually-land; duty-into-achievement
640,Modelling Skills That Aren't Just 'Excel',financial modelling resume skills,Informational,Industry & Role Guides,Finance professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,modelling-skills-beyond-excel,modelling-skills-beyond-excel.png,metrics-that-actually-land; duty-into-achievement
641,Regulatory and Audit Work as Achievements,audit experience resume,Informational,Industry & Role Guides,Finance professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,audit-work-as-achievement,audit-work-as-achievement.png,metrics-that-actually-land; duty-into-achievement
642,Moving From Audit to Industry Finance,audit to industry resume,Informational,Industry & Role Guides,Finance professionals,Mid-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,audit-to-industry-move,audit-to-industry-move.png,metrics-that-actually-land; duty-into-achievement
643,"Licences, Registration Numbers and Where They Go",nursing licence on resume,Informational,Industry & Role Guides,Healthcare professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,licences-and-registration-placement,licences-and-registration-placement.png,metrics-that-actually-land; duty-into-achievement
644,Clinical Rotations and Placements on a New-Grad Resume,clinical rotations resume,Informational,Industry & Role Guides,Healthcare professionals,Entry-level,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,rotations-on-newgrad-resume,rotations-on-newgrad-resume.png,metrics-that-actually-land; duty-into-achievement
645,"Patient Volumes, Acuity and Unit Type as Evidence",nursing resume metrics,Informational,Industry & Role Guides,Healthcare professionals,Mid-career,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,patient-volume-as-evidence,patient-volume-as-evidence.png,metrics-that-actually-land; duty-into-achievement
646,Continuing Education and Mandatory Training,ceu on resume,Informational,Industry & Role Guides,Healthcare professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,continuing-education-placement,continuing-education-placement.png,metrics-that-actually-land; duty-into-achievement
647,Agency and Bank Shifts on a Clinical Resume,agency nursing resume,Informational,Industry & Role Guides,Healthcare professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,agency-shifts-on-clinical-resume,agency-shifts-on-clinical-resume.png,metrics-that-actually-land; duty-into-achievement
648,Moving Between Specialties in Healthcare,change nursing specialty resume,Informational,Industry & Role Guides,Healthcare professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,changing-clinical-specialty,changing-clinical-specialty.png,metrics-that-actually-land; duty-into-achievement
649,Campaign Results Without Access to the Analytics,marketing resume no data,Informational,Industry & Role Guides,Marketing professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,campaign-results-without-data,campaign-results-without-data.png,metrics-that-actually-land; duty-into-achievement
650,Attribution Honesty: Claiming Growth You Influenced,marketing attribution resume,Informational,Industry & Role Guides,Marketing professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,attribution-honesty-marketing,attribution-honesty-marketing.png,metrics-that-actually-land; duty-into-achievement
651,Channel Specialisms vs Generalist Positioning,marketing generalist resume,Informational,Industry & Role Guides,Marketing professionals,Mid-career,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,channel-specialist-or-generalist,channel-specialist-or-generalist.png,metrics-that-actually-land; duty-into-achievement
652,A Content Portfolio With Bylines You Don't Own,ghostwriting portfolio,Informational,Industry & Role Guides,Creative professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,bylines-you-dont-own,bylines-you-dont-own.png,metrics-that-actually-land; duty-into-achievement
653,Design Work Under NDA in a Portfolio,design nda portfolio,Informational,Industry & Role Guides,Design professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,design-work-under-nda,design-work-under-nda.png,metrics-that-actually-land; duty-into-achievement
654,Before-and-After Redesigns as Case Studies,redesign case study,Informational,Industry & Role Guides,Design professionals,All,Tier 2,Low,Medium,High,High,Bullet rewrite / quantification,before-after-redesign-cases,before-after-redesign-cases.png,metrics-that-actually-land; duty-into-achievement
655,Quota Attainment: The Numbers a Sales Resume Needs,sales resume quota numbers,Informational,Industry & Role Guides,Sales professionals,All,Tier 1,Medium,High,Very High,Very High,Bullet rewrite / quantification,quota-attainment-numbers,quota-attainment-numbers.png,metrics-that-actually-land; duty-into-achievement
